idx,split
2998,val
2999,train
3000,train
3001,val
3002,train
3003,test
3004,val
3005,train
3006,train
3007,train
3008,test
3009,train
3010,val
3011,train
3012,train
3013,train
3014,val
3015,train
3016,train
3017,train
3018,test
3019,train
3020,train
3021,train
3022,train
3023,train
3024,test
3025,train
3026,test
3027,test
3028,train
3029,train
3030,train
3031,train
3032,train
3033,train
3034,train
3035,val
3036,train
3037,train
3038,train
3039,train
3040,train
3041,train
3042,train
3043,train
3044,train
3045,test
3046,train
3047,test
3048,train
3049,train
3050,train
3051,train
3052,train
3053,val
3054,train
3055,train
3056,train
3057,train
3058,train
3059,train
3060,train
3061,train
3062,train
3063,train
3064,train
3065,test
3066,train
3067,val
3068,train
3069,test
3070,train
3071,val
3072,train
3073,train
3074,train
3075,train
3076,train
3077,train
3078,test
3079,train
3080,val
3081,train
3082,val
3083,test
3084,test
3085,train
3086,train
3087,train
3088,train
3089,train
3090,train
3091,train
3092,train
3093,train
3094,val
3095,train
3096,train
3097,train
3098,train
3099,train
3100,test
3101,train
3102,test
3103,val
3104,train
3105,train
3106,val
3107,train
3108,val
3109,train
3110,train
3111,train
3112,train
3113,train
3114,train
3115,test
3116,val
3117,train
3118,train
3119,train
3120,val
3121,val
3122,train
3123,test
3124,train
3125,train
3126,train
3127,test
3128,train
3129,train
3130,val
3131,test
3132,train
3133,train
3134,train
3135,train
3136,test
3137,test
3138,train
3139,train
3140,train
3141,train
3142,train
3143,train
3144,train
3145,val
3146,train
3147,test
3148,train
3149,train
3150,train
3151,test
3152,train
3153,train
3154,train
3155,train
3156,train
3157,test
3158,test
3159,train
3160,test
3161,train
3162,test
3163,train
3164,train
3165,train
3166,train
3167,train
3168,train
3169,val
3170,train
3171,train
3172,val
3173,train
3174,train
3175,train
3176,test
3177,test
3178,train
3179,train
3180,test
3181,train
3182,test
3183,train
3184,val
3185,train
3186,train
3187,train
3188,val
3189,test
3190,train
3191,train
3192,val
3193,test
3194,test
3195,train
3196,train
3197,val
3198,val
3199,train
3200,train
3201,val
3202,train
3203,train
3204,train
3205,val
3206,train
3207,train
3208,test
3209,train
3210,train
3211,val
3212,train
3213,test
3214,val
3215,train
3216,val
3217,test
3218,train
3219,test
3220,train
3221,test
3222,train
3223,train
3224,train
3225,train
3226,train
3227,train
3228,test
3229,train
3230,train
3231,train
3232,train
3233,train
3234,train
3235,test
3236,test
3237,train
3238,train
3239,train
3240,val
3241,test
3242,train
3243,train
3244,val
3245,test
3246,train
3247,train
3248,train
3249,val
3250,val
3251,train
3252,val
3253,train
3254,train
3255,train
3256,train
3257,train
3258,train
3259,val
3260,train
3261,train
3262,train
3263,train
3264,train
3265,test
3266,train
3267,test
3268,train
3269,train
3270,train
3271,test
3272,train
3273,test
3274,train
3275,train
3276,train
3277,val
3278,train
3279,train
3280,train
3281,train
3282,train
3283,val
3284,train
3285,train
3286,train
3287,train
3288,train
3289,train
3290,train
3291,val
3292,train
3293,train
3294,train
3295,train
3296,train
3297,train
3298,train
3299,train
3300,train
3301,train
3302,val
3303,train
3304,train
3305,train
3306,train
3307,train
3308,test
3309,train
3310,test
3311,train
3312,train
3313,train
3314,train
3315,train
3316,train
3317,train
3318,train
3319,train
3320,train
3321,train
3322,train
3323,train
3324,test
3325,val
3326,train
3327,train
3328,test
3329,train
3330,test
3331,train
3332,train
3333,test
3334,test
3335,train
3336,val
3337,train
3338,train
3339,train
3340,train
3341,train
3342,val
3343,train
3344,train
3345,train
3346,train
3347,train
3348,train
3349,train
3350,train
3351,test
3352,train
3353,train
3354,train
3355,train
3356,val
3357,train
3358,train
3359,train
3360,train
3361,train
3362,train
3363,train
3364,train
3365,train
3366,train
3367,test
3368,test
3369,train
3370,test
3371,train
3372,train
3373,train
3374,train
3375,train
3376,val
3377,train
3378,test
3379,train
3380,train
3381,train
3382,train
3383,val
3384,val
3385,train
3386,train
3387,val
3388,train
3389,train
3390,train
3391,train
3392,val
3393,test
3394,val
3395,train
3396,val
3397,test
3398,train
3399,train
3400,test
3401,train
3402,test
3403,train
3404,test
3405,test
3406,train
3407,val
3408,train
3409,test
3410,train
3411,train
3412,test
3413,train
3414,train
3415,train
3416,train
3417,val
3418,test
3419,test
3420,train
3421,test
3422,test
3423,test
3424,train
3425,val
3426,val
3427,train
3428,train
3429,train
3430,train
3431,val
3432,train
3433,train
3434,test
3435,train
3436,val
3437,train
3438,train
3439,train
3440,train
3441,train
3442,train
3443,test
3444,train
3445,train
3446,val
3447,val
3448,train
3449,train
3450,test
3451,train
3452,train
3453,test
3454,train
3455,train
3456,train
3457,train
3458,train
3459,test
3460,train
3461,train
3462,train
3463,train
3464,val
3465,train
3466,train
3467,train
3468,train
3469,train
3470,train
3471,train
3472,train
3473,train
3474,train
3475,val
3476,train
3477,train
3478,train
3479,train
3480,train
3481,train
3482,train
3483,test
3484,train
3485,val
3486,test
3487,train
3488,val
3489,train
3490,train
3491,train
3492,train
3493,val
3494,train
3495,test
3496,train
3497,train
3498,train
3499,train
3500,train
3501,train
3502,val
3503,test
3504,val
3505,test
3506,train
3507,train
3508,val
3509,train
3510,val
3511,val
3512,train
3513,test
3514,train
3515,train
3516,train
3517,train
3518,train
3519,train
3520,train
3521,train
3522,train
3523,train
3524,train
3525,train
3526,train
3527,train
3528,train
3529,test
3530,train
3531,val
3532,val
3533,train
3534,train
3535,test
3536,test
3537,train
3538,train
3539,train
3540,val
3541,train
3542,train
3543,train
3544,train
3545,train
3546,train
3547,test
3548,train
3549,train
3550,train
3551,train
3552,train
3553,test
3554,val
3555,test
3556,train
3557,test
3558,val
3559,train
3560,val
3561,train
3562,test
3563,train
3564,test
3565,train
3566,train
3567,train
3568,train
3569,test
3570,test
3571,train
3572,train
3573,train
3574,train
3575,test
3576,train
3577,train
3578,train
3579,test
3580,test
3581,val
3582,train
3583,train
3584,train
3585,train
3586,train
3587,train
3588,train
3589,val
3590,train
3591,val
3592,val
3593,val
3594,val
3595,train
3596,train
3597,val
3598,train
3599,test
3600,train
3601,train
3602,test
3603,train
3604,train
3605,test
3606,test
3607,train
3608,train
3609,test
3610,train
3611,train
3612,train
3613,val
3614,train
3615,train
3616,test
3617,test
3618,train
3619,train
3620,train
3621,test
3622,train
3623,train
3624,test
3625,train
3626,val
3627,train
3628,train
3629,train
3630,train
3631,train
3632,train
3633,val
3634,train
3635,train
3636,val
3637,val
3638,train
3639,train
3640,train
3641,train
3642,val
3643,train
3644,test
3645,train
3646,train
3647,val
3648,train
3649,train
3650,train
3651,val
3652,val
3653,train
3654,test
3655,train
3656,train
3657,train
3658,test
3659,train
3660,train
3661,train
3662,train
3663,train
3664,train
3665,train
3666,test
3667,train
3668,train
3669,test
3670,val
3671,val
3672,val
3673,test
3674,train
3675,train
3676,train
3677,test
3678,val
3679,val
3680,train
3681,train
3682,train
3683,val
3684,train
3685,train
3686,train
3687,train
3688,train
3689,val
3690,train
3691,train
3692,train
3693,test
3694,train
3695,train
3696,train
3697,train
3698,train
3699,train
3700,train
3701,test
3702,train
3703,train
3704,val
3705,test
3706,train
3707,train
3708,test
3709,train
3710,test
3711,test
3712,val
3713,train
3714,val
3715,test
3716,test
3717,test
3718,train
3719,train
3720,train
3721,train
3722,test
3723,train
3724,test
3725,train
3726,train
3727,train
3728,train
3729,train
3730,train
3731,test
3732,val
3733,train
3734,train
3735,train
3736,val
3737,train
3738,val
3739,train
3740,train
3741,val
3742,train
3743,train
3744,train
3745,val
3746,val
3747,train
3748,train
3749,train
3750,val
3751,train
3752,train
3753,test
3754,train
3755,train
3756,test
3757,train
3758,train
3759,val
3760,val
3761,train
3762,train
3763,train
3764,train
3765,train
3766,train
3767,val
3768,train
3769,train
3770,test
3771,train
3772,test
3773,val
3774,train
3775,train
3776,train
3777,train
3778,train
3779,val
3780,val
3781,val
3782,val
3783,train
3784,train
3785,test
3786,train
3787,train
3788,train
3789,train
3790,train
3791,test
3792,train
3793,train
3794,val
3795,train
3796,train
3797,train
3798,train
3799,train
3800,train
3801,test
3802,val
3803,test
3804,train
3805,train
3806,train
3807,train
3808,train
3809,train
3810,test
3811,train
3812,train
3813,test
3814,val
3815,train
3816,val
3817,train
3818,val
3819,train
3820,train
3821,train
3822,train
3823,val
3824,train
3825,train
3826,test
3827,test
3828,val
3829,train
3830,train
3831,test
3832,train
3833,val
3834,train
3835,train
3836,train
3837,train
3838,val
3839,val
3840,val
3841,train
3842,train
3843,test
3844,train
3845,val
3846,test
3847,val
3848,train
3849,train
3850,train
3851,test
3852,train
3853,train
3854,train
3855,train
3856,val
3857,val
3858,val
3859,train
3860,train
3861,train
3862,train
3863,train
3864,train
3865,train
3866,test
3867,val
3868,train
3869,train
3870,test
3871,test
3872,train
3873,train
3874,train
3875,train
3876,train
3877,train
3878,train
3879,train
3880,train
3881,train
3882,train
3883,val
3884,train
3885,train
3886,val
3887,test
3888,train
3889,val
3890,train
3891,train
3892,train
3893,train
3894,train
3895,train
3896,train
3897,val
3898,train
3899,train
3900,val
3901,train
3902,train
3903,val
3904,train
3905,train
3906,train
3907,val
3908,test
3909,train
3910,train
3911,train
3912,test
3913,train
3914,val
3915,train
3916,train
3917,test
3918,val
3919,train
3920,train
3921,test
3922,train
3923,train
3924,train
3925,test
3926,val
3927,train
3928,train
3929,train
3930,train
3931,train
3932,train
3933,val
3934,train
3935,train
3936,train
3937,val
3938,test
3939,train
3940,train
3941,train
3942,train
3943,test
3944,train
3945,train
3946,test
3947,train
3948,train
3949,train
3950,test
3951,train
3952,train
3953,train
3954,train
3955,val
3956,train
3957,train
3958,val
3959,train
3960,train
3961,train
3962,train
3963,train
3964,train
3965,val
3966,test
3967,test
3968,train
3969,val
3970,test
3971,train
3972,test
3973,train
3974,val
3975,val
3976,val
3977,train
3978,train
3979,test
3980,train
3981,test
3982,test
3983,train
3984,train
3985,train
3986,train
3987,val
3988,train
3989,test
3990,train
3991,train
3992,val
3993,train
3994,train
3995,train
3996,train
3997,train
3998,train
3999,val
4000,train
4001,train
4002,train
4003,train
4004,val
4005,train
4006,train
4007,test
4008,train
4009,train
4010,train
4011,train
4012,train
4013,val
4014,train
4015,test
4016,train
4017,train
4018,train
4019,train
4020,val
4021,val
4022,train
4023,train
4024,train
4025,train
4026,train
4027,train
4028,train
4029,train
4030,train
4031,train
4032,train
4033,test
4034,test
4035,train
4036,val
4037,train
4038,train
4039,train
4040,train
4041,test
4042,train
4043,val
4044,train
4045,train
4046,train
4047,val
4048,test
4049,train
4050,train
4051,train
4052,val
4053,val
4054,train
4055,train
4056,train
4057,train
4058,train
4059,train
4060,train
4061,train
4062,test
4063,test
4064,train
4065,train
4066,train
4067,train
4068,train
4069,train
4070,train
4071,train
4072,train
4073,val
4074,train
4075,train
4076,train
4077,val
4078,train
4079,test
4080,train
4081,val
4082,train
4083,val
4084,train
4085,val
4086,val
4087,train
4088,train
4089,val
4090,train
4091,train
4092,train
4093,val
4094,train
4095,train
4096,test
4097,train
4098,train
4099,train
4100,train
4101,val
4102,train
4103,train
4104,train
4105,val
4106,train
4107,train
4108,train
4109,train
4110,train
4111,train
4112,train
4113,val
4114,train
4115,val
4116,train
4117,train
4118,train
4119,train
4120,test
4121,test
4122,train
4123,val
4124,val
4125,val
4126,test
4127,train
4128,train
4129,val
4130,val
4131,train
4132,test
4133,train
4134,train
4135,train
4136,train
4137,train
4138,train
4139,train
4140,train
4141,train
4142,val
4143,train
4144,train
4145,train
4146,train
4147,train
4148,train
4149,train
4150,train
4151,train
4152,train
4153,train
4154,train
4155,train
4156,test
4157,val
4158,train
4159,train
4160,val
4161,train
4162,val
4163,test
4164,train
4165,val
4166,train
4167,test
4168,train
4169,train
4170,train
4171,train
4172,train
4173,test
4174,test
4175,train
4176,val
4177,train
4178,train
4179,train
4180,train
4181,train
4182,test
4183,val
4184,train
4185,train
4186,val
4187,train
4188,train
4189,train
4190,train
4191,test
4192,val
4193,val
4194,val
4195,val
4196,train
4197,train
4198,train
4199,train
4200,val
4201,train
4202,train
4203,test
4204,val
4205,test
4206,val
4207,train
4208,val
4209,test
4210,test
4211,train
4212,train
4213,train
4214,train
4215,val
4216,train
4217,train
4218,train
4219,train
4220,val
4221,val
4222,train
4223,test
4224,val
4225,train
4226,val
4227,train
4228,train
4229,train
4230,train
4231,train
4232,train
4233,train
4234,train
4235,test
4236,train
4237,train
4238,test
4239,test
4240,train
4241,train
4242,val
4243,test
4244,train
4245,train
4246,train
4247,train
4248,train
4249,test
4250,train
4251,train
4252,val
4253,train
4254,train
4255,train
4256,test
4257,val
4258,val
4259,train
4260,test
4261,train
4262,train
4263,val
4264,train
4265,val
4266,val
4267,train
4268,train
4269,train
4270,train
4271,train
4272,train
4273,train
4274,train
4275,train
4276,train
4277,train
4278,train
4279,train
4280,test
4281,train
4282,val
4283,train
4284,train
4285,test
4286,train
4287,train
4288,train
4289,train
4290,train
4291,train
4292,train
4293,train
4294,train
4295,train
4296,train
4297,train
4298,test
4299,train
4300,train
4301,train
4302,train
4303,train
4304,train
4305,train
4306,test
4307,train
4308,train
4309,train
4310,train
4311,train
4312,train
4313,train
4314,train
4315,train
4316,train
4317,val
4318,test
4319,train
4320,train
4321,train
4322,train
4323,train
4324,test
4325,train
4326,train
4327,train
4328,train
4329,train
4330,train
4331,test
4332,train
4333,train
4334,train
4335,train
4336,train
4337,train
4338,train
4339,train
4340,train
4341,val
4342,train
4343,train
4344,train
4345,train
4346,train
4347,train
4348,train
4349,test
4350,test
4351,test
4352,train
4353,train
4354,train
4355,train
4356,train
4357,train
4358,train
4359,train
4360,test
4361,val
4362,train
4363,train
4364,train
4365,test
4366,test
4367,train
4368,train
4369,train
4370,train
4371,train
4372,train
4373,train
4374,train
4375,train
4376,train
4377,train
4378,val
4379,train
4380,train
4381,train
4382,train
4383,train
4384,train
4385,train
4386,train
4387,train
4388,train
4389,train
4390,train
4391,val
4392,train
4393,train
4394,train
4395,train
4396,train
4397,train
4398,train
4399,train
4400,test
4401,train
4402,train
4403,train
4404,test
4405,train
4406,train
4407,test
4408,train
4409,val
4410,train
4411,train
4412,train
4413,train
4414,train
4415,train
4416,train
4417,val
4418,val
4419,val
4420,train
4421,val
4422,train
4423,train
4424,train
4425,train
4426,test
4427,train
4428,train
4429,train
4430,train
4431,train
4432,val
4433,train
4434,val
4435,train
4436,train
4437,train
4438,train
4439,train
4440,test
4441,train
4442,train
4443,train
4444,train
4445,train
4446,val
4447,val
4448,train
4449,train
4450,train
4451,train
4452,train
4453,train
4454,train
4455,train
4456,train
4457,train
4458,train
4459,train
4460,test
4461,train
4462,train
4463,test
4464,train
4465,train
4466,train
4467,test
4468,train
4469,train
4470,train
4471,train
4472,test
4473,train
4474,test
4475,test
4476,train
4477,train
4478,train
4479,train
4480,train
4481,test
4482,train
4483,val
4484,test
4485,train
4486,train
4487,train
4488,val
4489,train
4490,val
4491,train
4492,train
4493,train
4494,test
4495,train
4496,train
4497,train
4498,train
4499,train
4500,train
4501,train
4502,test
4503,train
4504,test
4505,train
4506,train
4507,train
4508,val
4509,train
4510,train
4511,train
4512,train
4513,test
4514,val
4515,test
4516,test
4517,train
4518,val
4519,train
4520,val
4521,train
4522,train
4523,train
4524,train
4525,train
4526,test
4527,train
4528,train
4529,val
4530,test
4531,val
4532,train
4533,val
4534,test
4535,val
4536,train
4537,train
4538,train
4539,test
4540,train
4541,train
4542,train
4543,train
4544,train
4545,train
4546,train
4547,val
4548,train
4549,train
4550,train
4551,test
4552,train
4553,test
4554,train
4555,test
4556,train
4557,train
4558,train
4559,train
4560,train
4561,train
4562,train
4563,train
4564,train
4565,train
4566,test
4567,train
4568,test
4569,train
4570,train
4571,train
4572,train
4573,train
4574,train
4575,train
4576,train
4577,train
4578,train
4579,train
4580,train
4581,train
4582,train
4583,train
4584,train
4585,train
4586,train
4587,train
4588,train
4589,train
4590,test
4591,train
4592,train
4593,train
4594,train
4595,train
4596,train
4597,train
4598,train
4599,train
4600,train
4601,train
4602,val
4603,train
4604,train
4605,train
4606,train
4607,train
4608,train
4609,train
4610,test
4611,train
4612,val
4613,val
4614,train
4615,train
4616,train
4617,train
4618,train
4619,train
4620,val
4621,train
4622,train
4623,train
4624,train
4625,train
4626,val
4627,train
4628,train
4629,train
4630,train
4631,train
4632,val
4633,val
4634,train
4635,test
4636,train
4637,val
4638,train
4639,train
4640,val
4641,val
4642,test
4643,test
4644,train
4645,test
4646,test
4647,train
4648,val
4649,train
4650,train
4651,train
4652,test
4653,train
4654,test
4655,val
4656,train
4657,train
4658,train
4659,train
4660,train
4661,train
4662,train
4663,train
4664,train
4665,test
4666,train
4667,train
4668,train
4669,test
4670,train
4671,train
4672,train
4673,train
4674,test
4675,train
4676,val
4677,train
4678,train
4679,val
4680,train
4681,train
4682,test
4683,train
4684,test
4685,val
4686,val
4687,test
4688,train
4689,train
4690,train
4691,val
4692,train
4693,train
4694,val
4695,train
4696,train
4697,train
4698,val
4699,train
4700,train
4701,train
4702,train
4703,train
4704,val
4705,val
4706,val
4707,val
4708,val
4709,train
4710,train
4711,train
4712,train
4713,train
4714,train
4715,train
4716,train
4717,train
4718,val
4719,test
4720,test
4721,train
4722,train
4723,train
4724,test
4725,train
4726,val
4727,test
4728,train
4729,train
4730,val
4731,train
4732,val
4733,train
4734,train
4735,val
4736,val
4737,train
4738,test
4739,train
4740,train
4741,train
4742,train
4743,train
4744,train
4745,test
4746,val
4747,train
4748,train
4749,test
4750,train
4751,train
4752,train
4753,test
4754,train
4755,train
4756,test
4757,test
4758,val
4759,val
4760,train
4761,train
4762,val
4763,test
4764,val
4765,val
4766,train
4767,train
4768,train
4769,train
4770,train
4771,train
4772,train
4773,val
4774,train
4775,test
4776,test
4777,train
4778,test
4779,train
4780,val
4781,train
4782,train
4783,train
4784,train
4785,train
4786,train
4787,train
4788,train
4789,test
4790,train
4791,val
4792,train
4793,train
4794,val
4795,test
4796,test
4797,train
4798,train
4799,train
4800,test
4801,train
4802,val
4803,train
4804,train
4805,train
4806,val
4807,val
4808,train
4809,train
4810,train
4811,train
4812,train
4813,train
4814,train
4815,val
4816,train
4817,test
4818,val
4819,train
4820,train
4821,val
4822,train
4823,train
4824,train
4825,train
4826,train
4827,train
4828,train
4829,train
4830,train
4831,train
4832,train
4833,train
4834,test
4835,train
4836,test
4837,train
4838,test
4839,train
4840,train
4841,test
4842,train
4843,test
4844,train
4845,train
4846,val
4847,train
4848,test
4849,train
4850,val
4851,train
4852,train
4853,train
4854,train
4855,val
4856,train
4857,val
4858,train
4859,train
4860,train
4861,test
4862,train
4863,train
4864,train
4865,train
4866,train
4867,train
4868,train
4869,train
4870,train
4871,train
4872,test
4873,train
4874,train
4875,val
4876,train
4877,train
4878,train
4879,train
4880,train
4881,train
4882,train
4883,test
4884,train
4885,test
4886,train
4887,train
4888,train
4889,train
4890,test
4891,train
4892,test
4893,train
4894,train
4895,train
4896,train
4897,val
4898,test
4899,train
4900,train
4901,train
4902,test
4903,train
4904,train
4905,train
4906,train
4907,train
4908,train
4909,train
4910,test
4911,val
4912,train
4913,val
4914,train
4915,train
4916,val
4917,train
4918,train
4919,train
4920,train
4921,test
4922,val
4923,train
4924,train
4925,val
4926,test
4927,train
4928,train
4929,train
4930,test
4931,train
4932,train
4933,train
4934,val
4935,val
4936,test
4937,val
4938,test
4939,train
4940,val
4941,train
4942,train
4943,train
4944,val
4945,train
4946,train
4947,train
4948,train
4949,train
4950,train
4951,val
4952,test
4953,train
4954,train
4955,train
4956,train
4957,test
4958,test
4959,train
4960,train
4961,train
4962,train
4963,train
4964,train
4965,train
4966,test
4967,train
4968,val
4969,train
4970,val
4971,train
4972,train
4973,val
4974,train
4975,train
4976,val
4977,val
4978,train
4979,train
4980,train
4981,train
4982,train
4983,train
4984,train
4985,train
4986,test
4987,val
4988,train
4989,val
4990,train
4991,test
4992,test
4993,test
4994,train
4995,test
4996,val
4997,train
4998,train
4999,train
5000,train
5001,train
5002,train
5003,train
5004,train
5005,train
5006,train
5007,train
5008,test
5009,train
5010,train
5011,train
5012,train
5013,train
5014,test
5015,test
5016,test
5017,train
5018,train
5019,train
5020,train
5021,train
5022,test
5023,train
5024,train
5025,train
5026,test
5027,train
5028,val
5029,train
5030,train
5031,train
5032,train
5033,train
5034,train
5035,train
5036,train
5037,train
5038,train
5039,train
5040,train
5041,val
5042,test
5043,test
5044,train
5045,train
5046,val
5047,val
5048,train
5049,train
5050,train
5051,train
5052,train
5053,train
5054,train
5055,train
5056,train
5057,train
5058,train
5059,train
5060,train
5061,train
5062,train
5063,train
5064,val
5065,train
5066,val
5067,train
5068,train
5069,test
5070,test
5071,train
5072,train
5073,train
5074,test
5075,train
5076,train
5077,test
5078,train
5079,val
5080,test
5081,test
5082,val
5083,val
5084,train
5085,val
5086,train
5087,train
5088,test
5089,train
5090,test
5091,test
5092,train
5093,train
5094,train
5095,train
5096,train
5097,train
5098,val
5099,test
5100,train
5101,train
5102,val
5103,train
5104,train
5105,train
5106,train
5107,train
5108,train
5109,val
5110,train
5111,train
5112,train
5113,train
5114,train
5115,train
5116,val
5117,train
5118,val
5119,train
5120,train
5121,train
5122,test
5123,train
5124,train
5125,train
5126,train
5127,train
5128,train
5129,test
5130,val
5131,train
5132,train
5133,train
5134,test
5135,train
5136,val
5137,train
5138,train
5139,train
5140,train
5141,train
5142,train
5143,train
5144,test
5145,test
5146,train
5147,val
5148,train
5149,train
5150,train
5151,train
5152,train
5153,train
5154,val
5155,train
5156,train
5157,train
5158,train
5159,train
5160,train
5161,test
5162,train
5163,val
5164,train
5165,train
5166,train
5167,test
5168,test
5169,train
5170,train
5171,val
5172,train
5173,train
5174,train
5175,train
5176,train
5177,train
5178,train
5179,val
5180,train
5181,test
5182,train
5183,train
5184,val
5185,train
5186,train
5187,test
5188,test
5189,train
5190,val
5191,val
5192,test
5193,train
5194,train
5195,train
5196,train
5197,train
5198,train
5199,train
5200,train
5201,train
5202,train
5203,train
5204,test
5205,train
5206,train
5207,train
5208,train
5209,val
5210,train
5211,train
5212,train
5213,train
5214,test
5215,val
5216,val
5217,val
5218,train
5219,train
5220,test
5221,train
5222,train
5223,train
5224,train
5225,train
5226,train
5227,train
5228,val
5229,train
5230,test
5231,val
5232,train
5233,train
5234,train
5235,val
5236,train
5237,val
5238,train
5239,test
5240,test
5241,val
5242,val
5243,val
5244,test
5245,train
5246,train
5247,train
5248,train
5249,train
5250,train
5251,val
5252,val
5253,test
5254,train
5255,train
5256,train
5257,train
5258,train
5259,train
5260,train
5261,train
5262,train
5263,test
5264,train
5265,val
5266,train
5267,test
5268,train
5269,train
5270,val
5271,val
5272,train
5273,val
5274,train
5275,train
5276,test
5277,train
5278,train
5279,train
5280,train
5281,train
5282,train
5283,val
5284,train
5285,train
5286,train
5287,train
5288,train
5289,train
5290,train
5291,train
5292,val
5293,train
5294,train
5295,train
5296,val
5297,train
5298,train
5299,train
5300,train
5301,val
5302,val
5303,train
5304,train
5305,train
5306,train
5307,val
5308,train
5309,train
5310,train
5311,test
5312,test
5313,train
5314,train
5315,train
5316,train
5317,train
5318,train
5319,train
5320,train
5321,train
5322,test
5323,test
5324,train
5325,train
5326,train
5327,train
5328,train
5329,test
5330,train
5331,train
5332,train
5333,train
5334,val
5335,train
5336,train
5337,test
5338,train
5339,train
5340,train
5341,train
5342,train
5343,val
5344,train
5345,train
5346,test
5347,train
5348,train
5349,train
5350,test
5351,train
5352,val
5353,train
5354,train
5355,train
5356,train
5357,train
5358,test
5359,test
5360,train
5361,val
5362,test
5363,test
5364,train
5365,train
5366,train
5367,test
5368,train
5369,train
5370,val
5371,train
5372,train
5373,train
5374,train
5375,train
5376,train
5377,train
5378,train
5379,test
5380,test
5381,train
5382,train
5383,train
5384,train
5385,train
5386,train
5387,train
5388,train
5389,train
5390,val
5391,val
5392,train
5393,train
5394,train
5395,train
5396,train
5397,train
5398,train
5399,train
5400,train
5401,test
5402,train
5403,train
5404,test
5405,train
5406,val
5407,train
5408,train
5409,train
5410,train
5411,train
5412,train
5413,train
5414,train
5415,train
5416,val
5417,train
5418,val
5419,train
5420,val
5421,train
5422,val
5423,val
5424,train
5425,val
5426,train
5427,train
5428,train
5429,train
5430,val
5431,test
5432,val
5433,train
5434,val
5435,train
5436,val
5437,val
5438,train
5439,train
5440,train
5441,train
5442,val
5443,train
5444,val
5445,train
5446,train
5447,train
5448,train
5449,train
5450,test
5451,val
5452,train
5453,train
5454,train
5455,train
5456,train
5457,train
5458,val
5459,val
5460,train
5461,train
5462,train
5463,test
5464,val
5465,train
5466,val
5467,train
5468,train
5469,train
5470,train
5471,val
5472,train
5473,train
5474,train
5475,train
5476,val
5477,val
5478,test
5479,train
5480,val
5481,train
5482,val
5483,train
5484,train
5485,test
5486,test
5487,train
5488,val
5489,train
5490,train
5491,train
5492,train
5493,val
5494,test
5495,train
5496,test
5497,val
5498,test
5499,train
5500,train
5501,test
5502,val
5503,test
5504,val
5505,test
5506,train
5507,train
5508,val
5509,train
5510,test
5511,train
5512,val
5513,train
5514,train
5515,train
5516,train
5517,train
5518,test
5519,train
5520,train
5521,test
5522,train
5523,val
5524,train
5525,train
5526,train
5527,train
5528,train
5529,test
5530,train
5531,train
5532,train
5533,train
5534,train
5535,train
5536,train
5537,test
5538,train
5539,train
5540,train
5541,train
5542,val
5543,train
5544,train
5545,train
5546,train
5547,train
5548,val
5549,val
5550,train
5551,val
5552,train
5553,train
5554,train
5555,test
5556,train
5557,train
5558,train
5559,train
5560,train
5561,train
5562,train
5563,val
5564,train
5565,train
5566,train
5567,train
5568,train
5569,train
5570,train
5571,train
5572,test
5573,test
5574,train
5575,val
5576,train
5577,train
5578,train
5579,train
5580,val
5581,train
5582,train
5583,val
5584,val
5585,train
5586,train
5587,train
5588,train
5589,val
5590,train
5591,train
5592,train
5593,test
5594,test
5595,val
5596,train
5597,train
5598,test
5599,train
5600,test
5601,train
5602,test
5603,val
5604,test
5605,test
5606,train
5607,train
5608,train
5609,train
5610,test
5611,train
5612,train
5613,train
5614,train
5615,test
5616,train
5617,train
5618,train
5619,train
5620,val
5621,train
5622,train
5623,train
5624,test
5625,train
5626,test
5627,train
5628,train
5629,val
5630,train
5631,train
5632,test
5633,test
5634,train
5635,train
5636,train
5637,train
5638,train
5639,val
5640,train
5641,test
5642,train
5643,val
5644,test
5645,test
5646,train
5647,train
5648,train
5649,train
5650,train
5651,train
5652,train
5653,val
5654,train
5655,train
5656,train
5657,train
5658,test
5659,test
5660,val
5661,test
5662,test
5663,train
5664,train
5665,train
5666,train
5667,train
5668,train
5669,train
5670,train
5671,val
5672,train
5673,test
5674,train
5675,train
5676,train
5677,train
5678,train
5679,test
5680,train
5681,train
5682,train
5683,train
5684,train
5685,train
5686,val
5687,test
5688,train
5689,train
5690,train
5691,train
5692,train
5693,train
5694,train
5695,val
5696,train
5697,train
5698,train
5699,train
5700,train
5701,train
5702,train
5703,train
5704,val
5705,val
5706,train
5707,train
5708,val
5709,train
5710,train
5711,val
5712,test
5713,train
5714,train
5715,train
5716,val
5717,train
5718,train
5719,train
5720,train
5721,train
5722,val
5723,train
5724,test
5725,train
5726,train
5727,train
5728,train
5729,train
5730,val
5731,test
5732,train
5733,train
5734,train
5735,train
5736,test
5737,test
5738,train
5739,train
5740,val
5741,train
5742,train
5743,train
5744,train
5745,train
5746,train
5747,train
5748,train
5749,train
5750,test
5751,test
5752,val
5753,train
5754,val
5755,val
5756,train
5757,train
5758,train
5759,train
5760,train
5761,train
5762,train
5763,test
5764,train
5765,test
5766,train
5767,train
5768,val
5769,train
5770,train
5771,test
5772,train
5773,train
5774,train
5775,val
5776,train
5777,train
5778,train
5779,train
5780,train
5781,train
5782,train
5783,train
5784,train
5785,train
5786,test
5787,train
5788,train
5789,test
5790,train
5791,train
5792,train
5793,val
5794,train
5795,train
5796,train
